# p_696_57, p_706_73,p_738_45,p_750_42, p_751_52, p_763_55, p_772_44, p_794_90, p_800_70, p_801_57, p_810_43,p_811_58, p_826_49, p_840_90, p_842_53, p_852_21, p_912_33, p_922_48,p_965_80, Ion Density (1/m3), Electron Density (1/m3),Electron Temperature (eV),Pressure Upstream (Torr),Pressure Downstream (mTorr), Plasma Power (W),fit10, fit11, fit12, fit13, fit14, fit15,H2_Flow_Rate (sccm), He_Flow_Rate,Argon Flow Rate (sccm)
0.015499692,0.041995069,0.022055958,0.029095029,0.035179992,0.026704422,0.020898223,0.02736056,0.028790062,0.021186327,0.03875024,0.028162435,0.024928975,0.016796393,0.013828216,0.029948155,0.017518368,0.023033481,0.026311643,1.38E+16,1.74E+16,3.178684321,0.63,70.7,80,0.213539995,0.496859271,0.686643515,0.798466977,1.648637469,5.201935581,6,0,90
0.196755178,0.288411992,0.363138751,0.594323311,0.43707914,0.746815259,0.359158667,0.381100648,0.429889749,0.710827774,0.474040305,2.477117847,0.299354749,0.538864735,0.820548579,0.356874056,0.77070556,0.258071764,0.259952978,1.26E+16,1.67E+16,3.125988526,0.69,70.3,115,0.348843414,0.590154867,1.163273053,0.744467999,2.092947704,6.231480325,6,0,115
0.192388817,0.270275817,0.36432359,0.856437884,0.57244491,0.800266655,0.395069238,0.415983143,0.455461431,0.74720142,0.519495312,2.558212717,0.321302763,0.527559654,0.879705518,0.345547839,0.761684504,0.256639236,0.270064209,3.64E+16,3.71E+16,3.258816332,0.63,60.3,90,0.253229577,0.537875806,0.808719675,0.730314808,1.800370914,5.886433428,6,0,90
0.244912119,0.350680022,0.480436277,0.853253325,0.64288575,1.09813916,0.508147362,0.521037522,0.569755388,0.978240538,0.600636723,3.538939086,0.369436263,0.618027391,1.04964794,0.426100241,0.862839699,0.280531315,0.310627675,7.23E+16,1.04E+17,3.139150919,0.63,39.2,115,0.141907297,0.463404791,0.296669088,0.645064125,1.538792339,5.283211174,6,0,90
0.245321588,0.332114487,0.384686934,0.385164587,0.512104897,1.016338697,0.478887772,0.490673814,0.5732305,1.115298366,0.679824261,3.592377546,0.381945679,0.659527229,1.194028972,0.443392969,1.066111593,0.354662469,0.341317433,1.59E+17,1.13E+17,2.527575251,0.63,70.2,45,0.363181462,0.597493432,0.602678354,0.689736765,1.506159736,4.21935017,0,6,90
0.24062265,0.335320972,0.385560201,0.352763035,0.470198958,0.945950327,0.454978194,0.464103392,0.515150173,1.038142421,0.62107712,3.060908572,0.347422036,0.622404617,1.057663335,0.408322229,0.963979411,0.310020892,0.300833133,1.72E+17,1.84E+17,2.22906879,0.63,80.4,55,0.513329256,0.670175243,0.691025416,0.695831014,1.325634524,3.257206642,0,6,90
0.205150687,0.289399057,0.328035685,0.334541339,0.406405359,0.752089345,0.382209322,0.409520851,0.472106194,0.863214177,0.506763448,2.450157792,0.300605642,0.50626173,0.870244832,0.364887881,0.728912703,0.267344887,0.252091977,2.20E+17,1.68E+17,2.426548072,0.63,50.4,65,0.379854945,0.601508079,0.537316887,0.654623113,1.335352449,3.638351436,0,6,90
0.224838295,0.327393652,0.409235645,0.391568045,0.512170237,1.111101667,0.571754233,0.499928883,0.551711499,1.047921713,0.632292565,3.382712063,0.354839497,0.639792727,1.054994244,0.412358276,0.900572739,0.301351986,0.280462812,1.97E+17,1.61E+17,2.377665072,0.53,80.6,55,0.474654099,0.660401092,0.734620678,0.70307512,1.369432408,3.549263588,0,6,70
0.270146945,0.361032129,0.43818477,0.594328259,0.624143272,1.077437711,0.512832485,0.523168783,0.732390017,1.15951774,0.745895569,4.141418247,0.45987344,0.764650366,1.360736242,0.579404541,1.199047948,0.463074433,0.445364662,1.36E+17,7.21E+16,2.881487366,0.53,40,50,0.182767679,0.489563715,0.3227895,0.656083762,1.463506708,4.724624889,0,6,70
0.214179816,0.292464496,0.343542006,0.338918298,0.423833889,0.908182701,0.411265465,0.374436376,0.421888098,0.861592915,0.529418875,3.078902609,0.314444539,0.541348297,0.974994927,0.355580164,0.890104751,0.300600852,0.279375358,1.93E+17,1.27E+17,2.560475524,0.41,90,50,0.42540268,0.641903927,0.800481113,0.715371701,1.507013473,4.174374742,0,6,50
0.262946134,0.383227518,0.429042699,0.499360935,0.507802697,0.809845274,0.48001476,0.441361186,0.555003539,0.920969075,0.546096837,2.487891401,0.367232784,0.606338466,0.993822606,0.474082066,0.828912588,0.358992439,0.3393424,3.30E+17,2.14E+17,2.50510459,0.41,30.8,108,0.335416565,0.576640556,0.447795445,0.6133231,1.088107847,2.767076626,0,6,50
0.19044717,0.257773989,0.304302178,0.276980519,0.383981766,0.804031816,0.35353033,0.374991557,0.41708357,0.843111877,0.508738513,2.645613451,0.283845278,0.498877149,0.892368843,0.320809497,0.814210948,0.249271853,0.244002965,1.68E+17,1.45E+17,2.336789708,0.63,90,45,0.474972673,0.656655745,0.715579692,0.709913348,1.404663161,3.597828602,0,6,90
0.294466309,0.397723262,0.453813437,0.561211965,0.564082459,0.850504816,0.522423578,0.454363014,0.6251326,0.972447603,0.601466914,2.838132841,0.420984359,0.659505555,1.034303763,0.513246316,0.851658716,0.400124015,0.347953183,2.57E+17,1.76E+17,2.567028628,0.53,29.1,95,0.295367245,0.554446679,0.39903019,0.608059801,1.122540365,3.01635561,0,6,70
0.264643648,0.356013033,0.443033147,0.733541739,0.627240887,0.869370661,0.541578664,0.514952947,0.745714919,0.95885643,0.653795788,3.018187317,0.429849785,0.658233953,1.099332359,0.557447846,0.7842086,0.405188742,0.395301897,2.86E+17,1.23E+17,2.779064009,0.41,21.2,90,0.232153747,0.521537937,0.32118004,0.561546311,1.078318212,3.115150543,0,6,50
0.112213174,0.13519554,0.177588861,0.287009166,0.297264416,0.544534392,0.240395754,0.243064142,0.345353608,0.552274522,0.374466984,2.323025682,0.218249649,0.342009047,0.683215261,0.272346057,0.586338575,0.226958245,0.226727584,7.98E+16,3.26E+16,3.099968682,0.53,50,35,0.226577752,0.525053479,0.579780487,0.692492552,1.84595317,5.997798504,0,6,70
0.197430093,0.238229325,0.297130953,0.478481692,0.447364749,0.678941274,0.364803764,0.326313706,0.489643802,0.713596817,0.48738384,2.634026516,0.332247375,0.493137327,0.882340673,0.390096858,0.716454865,0.347172436,0.30561918,1.20E+17,6.77E+16,2.910787298,0.53,29.1,55,0.097560996,0.420681417,0.139234178,0.611565145,1.372343704,4.606837062,0,6,70
0.120039275,0.16568896,0.20019977,0.229248692,0.275850482,0.554182331,0.261349401,0.25852043,0.332159641,0.576477262,0.355887143,2.045717644,0.209788133,0.346222027,0.619230272,0.248393846,0.560184702,0.197599457,0.169088027,1.43E+17,8.64E+16,2.747529654,0.53,60.2,45,0.318408392,0.580073289,0.627825307,0.676773163,1.629079611,4.927453173,0,6,70
0.236891221,0.349518585,0.388906852,0.40788355,0.457997146,0.796152618,0.433018096,0.441930486,0.561649263,0.920008527,0.549738457,2.549532378,0.341883649,0.588440951,0.92606601,0.437417776,0.798101476,0.318848004,0.28873625,2.82E+17,2.14E+17,2.407517287,0.53,40,90,0.386463525,0.603057012,0.512213121,0.644497121,1.172953213,2.984274141,0,6,70
0.185787675,0.258420055,0.291687217,0.292642483,0.374803384,0.721449069,0.352071107,0.369170229,0.426189103,0.818356652,0.486433543,2.464088418,0.28098632,0.478610006,0.841420175,0.326964996,0.721972808,0.256763974,0.237854104,1.93E+17,1.37E+17,2.473749106,0.63,60.3,55,0.369232807,0.598056852,0.560976926,0.68171624,1.38710169,3.79972057,0,6,90
0.218261166,0.331081296,0.376316445,0.37534138,0.45119652,0.833246503,0.434418814,0.436835795,0.53897953,0.932411414,0.559874871,2.708244845,0.340299769,0.570349593,0.921681711,0.409936205,0.81748505,0.298147092,0.270084901,2.66E+17,2.00E+17,2.387741737,0.53,50,75,0.412069148,0.618283694,0.56705164,0.671095253,1.207252946,3.046717249,0,6,70
0.157684804,0.231251475,0.278626445,0.27842199,0.358666832,0.741827652,0.38392311,0.348621991,0.40119141,0.740592992,0.450298357,2.40148543,0.258069764,0.454643708,0.747251069,0.299501743,0.648155574,0.22370972,0.198233394,2.11E+17,1.47E+17,2.456100472,0.53,70.6,55,0.420371528,0.630710229,0.668550661,0.700171221,1.364993219,3.644251313,0,6,70
0.204940574,0.279185907,0.337027015,0.468738734,0.460033674,0.737103707,0.412321094,0.395104331,0.558215652,0.834332832,0.542136859,2.765566122,0.338609008,0.544708071,0.927465661,0.431036461,0.736265046,0.320066463,0.316523094,2.34E+17,1.03E+17,2.813272968,0.41,30.8,70,0.163974771,0.473415513,0.240243552,0.614561966,1.306861376,4.124614363,0,6,50
0.164064884,0.225859497,0.261523398,0.325803155,0.361223683,0.623744294,0.341606787,0.336469849,0.414252987,0.691513763,0.421456656,2.134941976,0.250736781,0.411814369,0.723654395,0.318819055,0.599983595,0.237435509,0.21109323,1.79E+17,1.01E+17,2.730759681,0.63,38.5,60,0.222317115,0.511512628,0.341348299,0.642144924,1.431147353,4.379831339,0,6,90
0.142521187,0.205534547,0.26373021,0.244265213,0.322512826,0.72551086,0.361328656,0.310964552,0.339887329,0.659137328,0.403560564,2.139033532,0.224465484,0.405587212,0.664945278,0.25365384,0.562697798,0.183082275,0.179230216,2.03E+17,1.83E+17,2.278653198,0.53,90,55,0.541225785,0.694483029,0.791154362,0.717263829,1.314072861,3.207769184,0,6,70
0.155892185,0.20283934,0.239857108,0.320014202,0.356186094,0.690577183,0.313446589,0.279745145,0.339096476,0.667567149,0.414057594,2.586370612,0.25099053,0.410997538,0.792913044,0.282440683,0.697559994,0.265078854,0.249981842,1.25E+17,5.34E+16,2.934524365,0.41,70,40,0.259546323,0.540305549,0.620094525,0.718403715,1.742209738,5.34994404,0,6,50
0.267900771,0.382945289,0.426833589,0.422377,0.487174067,0.903506901,0.481784397,0.428439752,0.491404212,0.941822866,0.546701802,2.724418364,0.357255813,0.60440324,0.970162016,0.431679115,0.839124712,0.336990001,0.299948545,3.23E+17,2.23E+17,2.367682205,0.41,50.8,90,0.437115557,0.633334824,0.602903746,0.665510851,1.208316817,3.043131276,0,6,50
0.233653677,0.329054569,0.371700115,0.354635318,0.425512607,0.841176023,0.420872707,0.382951532,0.420081835,0.843681306,0.494461506,2.563872829,0.313329248,0.535637337,0.877232098,0.369182194,0.773212079,0.292751756,0.266408855,2.63E+17,2.10E+17,2.369408195,0.41,60.2,80,0.474920382,0.658813561,0.691481429,0.681021845,1.253995515,3.173033732,0,6,50
0.227230562,0.320569791,0.37052047,0.436173623,0.47623365,0.830971137,0.437484661,0.398964955,0.491992057,0.879514926,0.520766222,2.74647074,0.340489459,0.560251419,1.003416386,0.411330179,0.874315157,0.348408579,0.324690158,2.64E+17,1.28E+17,2.689755593,0.41,40.2,70,0.212577355,0.504180567,0.31639238,0.635090316,1.377961336,4.178740003,0,6,50
0.118987004,0.148995397,0.181501123,0.250214772,0.270574881,0.516404533,0.234025216,0.200877671,0.2547914,0.49595338,0.306196255,1.938678417,0.191946458,0.310282075,0.574167162,0.223861652,0.507897222,0.200907124,0.181847323,1.30E+17,4.85E+16,3.000491682,0.41,60.2,40,0.162013841,0.470954532,0.368928893,0.708877385,1.730305609,5.430967227,0,6,50
0.131491059,0.17054439,0.202254633,0.255655244,0.281909245,0.522044101,0.250918099,0.225321288,0.284673537,0.529700198,0.321960008,1.913742412,0.204962167,0.328921141,0.606804119,0.239302302,0.543368829,0.213861246,0.186568811,1.89E+17,7.31E+16,2.87018462,0.41,50.8,50,0.209001527,0.507084582,0.404337801,0.677413554,1.538216051,4.853767927,0,6,50
0.258675937,0.373666077,0.412051955,0.425607082,0.465360972,0.803836195,0.460236838,0.407950819,0.48777492,0.881371366,0.50107757,2.378359186,0.343701391,0.565075796,0.904402935,0.415727939,0.792091787,0.328419063,0.284395537,3.70E+17,2.57E+17,2.371665276,0.41,40.2,108,0.393576374,0.603767665,0.501740757,0.645886861,1.117558627,2.694090025,0,6,50
0.233540898,0.299858674,0.362461332,0.436910758,0.508586381,1.024063375,0.45059163,0.410141649,0.495676074,0.99710685,0.603606115,3.781086054,0.372684672,0.608425841,1.157518196,0.414608873,1.009713274,0.370701977,0.357178196,1.29E+17,6.39E+16,2.852355194,0.41,80,40,0.348854052,0.600778849,0.835869842,0.732835575,1.664213377,4.973452013,0,6,50
0.213216782,0.306682611,0.346658457,0.319949175,0.387599386,0.7865696,0.389947738,0.353341663,0.380470824,0.776427546,0.451700084,2.310680427,0.28041734,0.494185383,0.838408219,0.32839187,0.709109009,0.264418454,0.24443131,2.87E+17,2.42E+17,2.249690791,0.41,70,80,0.535577618,0.687587719,0.739152326,0.700420295,1.209679182,2.846812254,0,6,50
0.168647274,0.232885783,0.274495607,0.34780026,0.368010118,0.647300552,0.333789944,0.302535605,0.383396463,0.675361325,0.4106677,2.229793083,0.263085864,0.431884676,0.798818337,0.325179164,0.695384971,0.274682583,0.258522571,2.22E+17,9.69E+16,2.803475966,0.41,40.2,60,0.178779438,0.483705796,0.289757533,0.648822017,1.398207022,4.369108084,0,6,50
0.210134204,0.303456201,0.336610326,0.31511592,0.376397067,0.742903888,0.374216431,0.340076134,0.37037897,0.736408223,0.422295841,2.107134659,0.269260863,0.471469144,0.771661466,0.324606237,0.668654063,0.25252393,0.235282197,3.20E+17,2.53E+17,2.268092294,0.41,60.2,90,0.505025319,0.667841379,0.676884999,0.686849685,1.175096165,2.756619567,0,6,50
0.261518344,0.373478147,0.418954876,0.42331027,0.490956145,0.914863988,0.479349528,0.428577795,0.496245225,0.953445048,0.546802154,2.816266728,0.358830013,0.601447788,0.98967136,0.428099699,0.871036493,0.340774081,0.302420231,3.03E+17,1.89E+17,2.459934255,0.41,50.8,80,0.400238646,0.616934171,0.587737726,0.662515818,1.258803781,3.344704947,0,6,50
0.188454854,0.256279092,0.300445316,0.322410739,0.390147233,0.792478308,0.368500644,0.331799513,0.380496713,0.772517827,0.455723899,2.699500021,0.279531408,0.471920952,0.871008185,0.321504625,0.769015859,0.281635641,0.266578373,2.05E+17,1.02E+17,2.700134983,0.41,70,50,0.31891771,0.576562085,0.614588727,0.703964954,1.514259389,4.432358224,0,6,50
0.178244323,0.249560431,0.321429967,0.317230592,0.426593941,0.946375696,0.461423322,0.395086349,0.449092697,0.857870182,0.534724784,2.992498578,0.287590668,0.523639887,0.891043004,0.326522083,0.757303007,0.246631468,0.245738523,1.72E+17,1.24E+17,2.489005679,0.53,90,45,0.4466166,0.651437149,0.785105346,0.718089726,1.465399093,3.950499106,0,6,70
0.136235385,0.182277926,0.223583771,0.226488843,0.283041266,0.574366722,0.255112112,0.23298492,0.274624945,0.547658672,0.333660922,1.965328958,0.200338913,0.341730581,0.623229054,0.231155733,0.56332004,0.19311972,0.179365519,1.78E+17,1.11E+17,2.639436149,0.41,80,50,0.301647139,0.56068651,0.553181732,0.710151369,1.537689398,4.396300392,0,6,50
0.214701789,0.284092648,0.336208349,0.379483491,0.447208976,0.882930884,0.408786796,0.365154971,0.440226901,0.867752688,0.530218769,3.104160325,0.324413696,0.546722359,0.960955073,0.381417448,0.832364645,0.318124607,0.288752558,1.97E+17,9.25E+16,2.772396308,0.41,60.2,50,0.284631719,0.556656255,0.554756919,0.687904039,1.54963572,4.680196815,0,6,50
0.253798068,0.367751879,0.412247094,0.48864008,0.494467697,0.790837339,0.463587899,0.432781606,0.545972088,0.895557519,0.543430518,2.509201544,0.36025519,0.600350881,0.982619439,0.470287757,0.817775673,0.35842349,0.336986343,2.93E+17,1.91E+17,2.555974571,0.41,30.8,100,0.317230372,0.568184847,0.436912804,0.613617646,1.124662532,2.993088016,0,6,50
0.240902495,0.318906418,0.371701161,0.473537517,0.472188836,0.717598027,0.424353301,0.377355738,0.529866182,0.811312526,0.491937204,2.382106265,0.351527292,0.537774669,0.861416938,0.419990209,0.718568718,0.335134661,0.288028774,2.29E+17,1.52E+17,2.631948069,0.53,29.1,85,0.302683769,0.563720021,0.436038503,0.609524889,1.1718187,3.316065251,0,6,70
0.224368997,0.315881467,0.361943255,0.31826041,0.433125133,0.911939614,0.416527806,0.444870444,0.483061012,0.982430673,0.584402795,2.85179905,0.329492993,0.576248596,0.994871096,0.370001474,0.905696186,0.278730705,0.272950165,1.67E+17,2.05E+17,2.146326206,0.63,90,55,0.575818334,0.701155692,0.745934061,0.714370539,1.27194904,2.939746704,0,6,90
0.13976853,0.169445323,0.212241042,0.333281145,0.362233533,0.666651716,0.296136137,0.30213052,0.415767305,0.685644395,0.441273264,2.730862041,0.260254194,0.393878348,0.805660907,0.305061289,0.685733495,0.263206076,0.256746222,7.88E+16,3.32E+16,3.071104871,0.63,50.4,35,0.077735507,0.398575386,0.173812228,0.691167135,1.855031314,5.948392897,0,6,90
0.219307074,0.302973404,0.358597106,0.539664813,0.468662274,0.652083003,0.42244667,0.399616483,0.582093631,0.758929156,0.502846011,2.232123928,0.341384398,0.517152321,0.81534348,0.435758231,0.599512179,0.305458793,0.298829289,3.29E+17,1.75E+17,2.687470302,0.41,21.2,115,0.251322114,0.529341231,0.333635301,0.563286585,1.046675861,2.82223582,0,6,50
0.162012142,0.208724493,0.251979537,0.300075242,0.359170475,0.723449874,0.331024475,0.293114557,0.353403645,0.704824984,0.433360182,2.65580747,0.259890443,0.433587367,0.809899947,0.291823804,0.73397816,0.261810781,0.242186241,1.30E+17,6.98E+16,2.791048579,0.41,90,40,0.36666057,0.610810039,0.863155024,0.73435871,1.694852066,4.961635342,0,6,50
0.246758459,0.356327914,0.392565697,0.41446833,0.451980667,0.784608972,0.440246147,0.399834484,0.472306372,0.855299171,0.486868408,2.34372959,0.32703635,0.548386358,0.897078823,0.400389055,0.799748744,0.321608346,0.283757927,3.35E+17,2.25E+17,2.432701327,0.41,40.2,100,0.373374574,0.596015985,0.497800275,0.641439748,1.166849407,2.977720535,0,6,50
0.211201372,0.295317626,0.33986441,0.319709444,0.417216191,0.83290955,0.409968137,0.417370486,0.477886863,0.932297312,0.544429376,2.713551226,0.317029472,0.55143252,0.93153907,0.367609358,0.836107212,0.284315621,0.26907115,1.95E+17,1.66E+17,2.327683324,0.63,70.2,55,0.446739117,0.636599644,0.626142448,0.693709311,1.320729921,3.361815441,0,6,90
0.224179783,0.305981783,0.359617222,0.341185661,0.460229524,0.941397127,0.431923554,0.440161282,0.511687881,1.008866551,0.603842857,3.161809758,0.337534827,0.592962536,1.049654164,0.389592524,0.938710592,0.303379107,0.303619439,1.74E+17,1.30E+17,2.423529843,0.63,80.4,45,0.398251117,0.613113867,0.615627008,0.709544625,1.408722577,3.728646836,0,6,90
0.229896694,0.333289129,0.36963136,0.365810124,0.442264187,0.80111506,0.416037113,0.442482081,0.501989587,0.9287044,0.538023481,2.517895275,0.324240566,0.549084197,0.920069158,0.39213218,0.788212157,0.286734667,0.265860741,2.36E+17,2.06E+17,2.327376095,0.63,50.4,75,0.436582867,0.628828461,0.576476409,0.664069761,1.226628131,3.083951062,0,6,90
0.134321437,0.187913779,0.242332133,0.244496467,0.323114121,0.683625749,0.339807197,0.298840338,0.338171856,0.635961031,0.391378498,2.216022818,0.222348195,0.391370816,0.668333483,0.253654303,0.580241682,0.190722814,0.180499139,1.58E+17,1.14E+17,2.555672675,0.53,80.6,45,0.393468736,0.6193626,0.703714772,0.716488517,1.46737412,4.051171463,0,6,70
0.235477128,0.347579352,0.397596557,0.415576447,0.497297835,0.931621773,0.466893486,0.481058178,0.596212562,1.035026579,0.622221877,3.151938102,0.369932296,0.630549172,1.054608797,0.456723796,0.933816765,0.338035677,0.310225791,2.45E+17,1.50E+17,2.532715379,0.53,50,65,0.354240266,0.592129016,0.542165847,0.666280392,1.32947402,3.698919946,0,6,70
0.138879652,0.197477892,0.244401169,0.257919993,0.333287853,0.692300814,0.340752581,0.315699788,0.378639397,0.689906311,0.422204501,2.404625443,0.239207527,0.418621308,0.719602537,0.276853813,0.623707972,0.214300635,0.186766779,1.51E+17,1.01E+17,2.631908405,0.53,70.6,45,0.366947317,0.606919271,0.686209876,0.697600624,1.538400202,4.432972981,0,6,70
0.436973947,0.569075421,0.715910189,1.085036085,1.042531323,1.684337977,0.897238099,0.871794628,1.265458401,1.832874736,1.221139758,6.535107074,0.774088534,1.228616703,2.137374944,0.968257775,1.675898824,0.730599042,0.7228599,1.94E+17,7.90E+16,2.902527392,0.41,30.8,60,0.138248246,0.456034752,0.215776642,0.612356616,1.408023746,4.702107848,0,6,50
0.206798632,0.295961727,0.330591016,0.380073503,0.431812123,0.739882595,0.412492185,0.412897511,0.497286473,0.837914777,0.497573229,2.40659298,0.300619483,0.501083016,0.839405393,0.384086977,0.704732991,0.281088168,0.245055421,2.24E+17,1.48E+17,2.567443508,0.63,38.5,70,0.313560211,0.567225641,0.455786832,0.641746097,1.274158866,3.606791677,0,6,90
0.259685959,0.380360051,0.426627854,0.458566898,0.512196787,0.891264231,0.487653961,0.48627011,0.628405441,1.030723997,0.625427206,3.001144582,0.398015736,0.654963585,1.035692004,0.484068131,0.91141876,0.363577836,0.329770066,2.63E+17,1.80E+17,2.487084558,0.53,40,80,0.322242342,0.5673183,0.435678337,0.641910356,1.215816495,3.270491709,0,6,70
0.261514406,0.350622425,0.408528004,0.440343966,0.555336929,1.080420299,0.5080578,0.526298877,0.632682997,1.197061727,0.717706926,3.922264438,0.408027692,0.697338174,1.290405647,0.481242468,1.104966299,0.38319894,0.364111837,1.47E+17,9.63E+16,2.649063632,0.63,60.3,45,0.315087781,0.572262087,0.557020864,0.689328013,1.494808737,4.359960778,0,6,90
0.248976085,0.359964598,0.423783966,0.436149586,0.549184389,1.086418238,0.55983237,0.524167854,0.635554652,1.150441724,0.68799604,3.689926586,0.411212283,0.690437111,1.145092244,0.471723118,1.035911977,0.363001527,0.313259005,2.11E+17,1.35E+17,2.537867909,0.53,60.2,55,0.369587186,0.602828295,0.598842911,0.68080589,1.405471075,3.933775833,0,6,70
0.377551536,0.420729797,0.555422626,0.99779645,0.896151981,1.36657962,0.697463833,0.624327398,0.997487983,1.358832356,0.973557343,5.610605228,0.676581253,0.965277476,1.841341701,0.798144204,1.477042863,0.724913245,0.639916853,8.26E+16,4.57E+16,3.007106803,0.53,29.1,45,0.077425438,0.403762744,0.119116051,0.619738518,1.456879779,5.107876273,0,6,70
0.182977404,0.240366569,0.307598155,0.541066128,0.456848506,0.646263642,0.392358092,0.367021745,0.53510001,0.675699312,0.469668358,2.204412551,0.31003516,0.467796232,0.806882718,0.398983493,0.566628131,0.29336465,0.284961539,2.57E+17,1.05E+17,2.829669548,0.41,21.2,80,0.192011112,0.494484,0.260291621,0.559801373,1.114935136,3.376160159,0,6,50
0.180445797,0.248321718,0.286061679,0.325670889,0.367814115,0.700200538,0.34832522,0.307867872,0.374254718,0.705993352,0.417787665,2.360920189,0.268370494,0.445029853,0.799728147,0.319275314,0.724628972,0.272328659,0.247388887,2.51E+17,1.09E+17,2.716248812,0.41,50.8,60,0.229685334,0.516740296,0.383709622,0.674278195,1.400872528,4.177379488,0,6,50
0.261209443,0.366106586,0.411866719,0.406429768,0.488938933,0.971475681,0.478741945,0.432155835,0.482573522,0.97508853,0.580720006,3.082721538,0.364175585,0.614627862,1.017007952,0.428428652,0.873920369,0.338259595,0.308495108,2.71E+17,1.80E+17,2.455078338,0.41,60.2,70,0.424975248,0.633619213,0.653886811,0.681613892,1.298174691,3.43799914,0,6,50
0.29425506,0.415207148,0.469800674,0.52924095,0.581062634,1.008547365,0.54828206,0.49272685,0.597862686,1.075396956,0.626353472,3.220907098,0.415626113,0.68546418,1.201769402,0.497648967,1.050254683,0.419026413,0.379564211,3.02E+17,1.58E+17,2.599567574,0.41,40.2,80,0.319775085,0.573229626,0.481530062,0.64283357,1.247128228,3.510847452,0,6,50
0.186562545,0.261055975,0.299589547,0.276099867,0.345354121,0.718110734,0.346013016,0.316321031,0.345046444,0.699320315,0.412788352,2.186930436,0.251047714,0.434273861,0.761972776,0.290228184,0.672354088,0.233365647,0.211645575,2.63E+17,2.17E+17,2.295699574,0.41,80,70,0.551919627,0.704882791,0.815898509,0.690208669,1.328927398,3.326561096,0,6,50
0.320766386,0.447457125,0.485078579,0.577205888,0.582929566,0.8961692,0.547965905,0.494160273,0.646827408,1.042753255,0.604374593,2.790454461,0.429652198,0.670667058,1.071281181,0.510808972,0.842245998,0.414960631,0.385304537,2.56E+17,2.11E+17,2.504407012,0.53,29.1,105,0.318642521,0.565237317,0.41274656,0.608103997,1.125357455,2.946160431,0,6,70
0.186303892,0.262450404,0.291606506,0.276000864,0.339148524,0.698917685,0.335919595,0.303613902,0.335792322,0.683486055,0.400923651,2.144308383,0.246946737,0.42897369,0.751459202,0.287794357,0.644805382,0.235092196,0.220242123,2.69E+17,1.93E+17,2.373887652,0.41,70,70,0.492450189,0.672437961,0.75116724,0.693427952,1.301295232,3.324358871,0,6,50
0.215880786,0.31714605,0.40024972,0.35888719,0.470291501,1.048670836,0.536423626,0.46704247,0.496001392,0.957767322,0.583027785,2.918449514,0.328211869,0.601097695,0.951374889,0.372015973,0.810208075,0.262603218,0.252634276,2.18E+17,2.45E+17,2.147949764,0.53,90,65,0.628962202,0.733747219,0.825991254,0.724292232,1.214940714,2.685084579,0,6,70
0.240784394,0.329571984,0.400325079,0.634754299,0.546514048,0.762926127,0.47922008,0.45831826,0.665600424,0.861400109,0.582092817,2.624869264,0.384648755,0.586425431,0.955903365,0.498367802,0.688458832,0.348296102,0.345446401,3.19E+17,1.44E+17,2.735728824,0.41,21.2,100,0.271349857,0.547093733,0.385366067,0.562164104,1.056576137,2.942335826,0,6,50
0.216165799,0.325025686,0.381318201,0.362018377,0.451379139,0.882100154,0.483580773,0.451920443,0.516483007,0.936715233,0.547868106,2.713043083,0.334902983,0.577759691,0.902581561,0.387978692,0.782627198,0.279601633,0.242842096,2.63E+17,2.29E+17,2.267740019,0.53,60.2,75,0.502952773,0.666444902,0.67275756,0.684099668,1.210666908,2.903473543,0,6,70
0.247346905,0.363121497,0.406138023,0.466153314,0.472249382,0.751057932,0.450641709,0.411831746,0.513875636,0.851958464,0.505360526,2.280792698,0.341945141,0.564784825,0.921467548,0.438859723,0.772172198,0.336173606,0.311661751,3.51E+17,2.29E+17,2.475637257,0.41,30.8,115,0.344652688,0.580465237,0.451165053,0.612888023,1.074194528,2.670568186,0,6,50
0.238309306,0.301065626,0.362764418,0.521350622,0.508972744,0.777190911,0.431556271,0.382221247,0.564544654,0.838601527,0.547205325,2.853402731,0.375221527,0.581312652,0.98164101,0.454537956,0.801109462,0.381075364,0.329905923,1.57E+17,9.42E+16,2.799377747,0.53,29.1,65,0.133539393,0.449081935,0.184598154,0.608095163,1.335018499,4.268637829,0,6,70
0.210708873,0.302691814,0.337021197,0.321575896,0.40635881,0.769439646,0.389526625,0.408123968,0.459570406,0.875121901,0.514268903,2.451602812,0.302222373,0.517662091,0.870627734,0.349814105,0.761858276,0.265154522,0.252292425,1.98E+17,1.96E+17,2.281204761,0.63,60.3,65,0.47389494,0.64980286,0.634445023,0.688967364,1.223788031,2.976828082,0,6,90
0.261970316,0.371917992,0.425223638,0.402180037,0.464546364,0.857951094,0.453160409,0.408811533,0.474632155,0.89728615,0.518214556,2.481061253,0.338578029,0.576143169,0.897811939,0.412099072,0.76766687,0.314804989,0.282371961,3.52E+17,2.69E+17,2.279775038,0.41,50.8,100,0.455491236,0.635944381,0.577222297,0.66920043,1.126307611,2.603012568,0,6,50
0.232651688,0.312211851,0.382899477,0.562455196,0.641650605,1.215151627,0.545214139,0.547963764,0.745152761,1.23398231,0.826881984,5.105306508,0.470149823,0.741861647,1.438954165,0.556065548,1.311098167,0.456927713,0.435201494,9.44E+16,4.09E+16,2.99809446,0.53,60.2,35,0.229484959,0.521358148,0.571809388,0.701858256,1.866022373,5.824200816,0,6,70
